Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training 
9739000,0.6201146,9.95693,None,None,None,1.0
9740000,0.5509867,9.951498,None,None,None,1.0
9741000,0.5892467,9.961428,3488.0,None,None,1.0
9742000,0.5960279,8.995646,None,347.86004638671875,347.86004638671875,1.0
9743000,0.4987955,9.9695,None,None,None,1.0
9744000,0.49140027,9.966663,None,None,None,1.0
9745000,0.5066187,9.969842,None,None,None,1.0
9746000,0.5011474,9.959055,None,None,None,1.0
9747000,0.60628134,9.961823,None,None,None,1.0
9748000,0.6282812,9.039924,5623.0,561.3200759887695,561.3200759887695,1.0
9749000,0.655754,9.795472,None,None,None,1.0
9750000,0.6132057,9.910435,None,None,None,1.0
9751000,0.6229477,9.962624,None,None,None,1.0
9752000,0.5994343,9.770899,None,None,None,1.0
9753000,0.54186624,9.918862,None,None,None,1.0
9754000,0.5460683,9.950157,None,None,None,1.0
9755000,0.5745977,9.934602,None,None,None,1.0
9756000,0.5494557,9.920788,None,None,None,1.0
9757000,0.62593555,9.943597,None,None,None,1.0
9758000,0.64695495,9.872787,None,None,None,1.0
9759000,0.584946,9.748235,None,None,None,1.0
9760000,0.65659493,9.941065,None,None,None,1.0
9761000,0.5676828,9.955162,None,None,None,1.0
9762000,0.5936828,9.953272,None,None,None,1.0
9763000,0.5918542,9.951677,None,None,None,1.0
9764000,0.572585,9.94544,None,None,None,1.0
9765000,0.63067967,9.943879,6316.0,None,None,1.0
9766000,0.6310558,7.419386,None,630.6600914001465,630.6600914001465,1.0
9767000,0.5982274,9.961449,None,None,None,1.0
9768000,0.6057256,9.958289,None,None,None,1.0
9769000,0.56651175,9.95223,None,None,None,1.0
9770000,0.6017612,9.948072,None,None,None,1.0
9771000,0.6588775,9.957523,4979.0,None,None,1.0
9772000,0.64665633,9.604591,None,496.98006439208984,496.98006439208984,1.0
9773000,0.5797201,9.925708,None,None,None,1.0
9774000,0.5920066,9.949448,None,None,None,1.0
9775000,0.6641226,9.881591,None,None,None,1.0
9776000,0.61898893,9.91181,None,None,None,1.0
9777000,0.583942,9.8987465,None,None,None,1.0
9778000,0.62713385,9.931055,None,None,None,1.0
9779000,0.75559765,9.926195,None,None,None,1.0
9780000,0.6958454,9.88347,None,None,None,1.0
9781000,0.6966489,9.926881,None,None,None,1.0
9782000,0.7441659,9.915775,None,None,None,1.0
9783000,0.7158266,8.839291,3888.5,387.89005279541016,387.89005279541016,1.0
9784000,0.734601,8.88495,5054.0,504.42007541656494,504.42007541656494,1.0
9785000,0.8005979,9.920302,5672.0,None,None,1.0
9786000,0.7509474,9.729265,None,None,None,1.0
9787000,0.7774887,8.3874445,None,566.3000717163086,566.3000717163086,1.0
9788000,0.74908906,9.949105,None,None,None,1.0
9789000,0.7695546,5.3474216,5034.0,502.4200758934021,502.4200758934021,1.0
9790000,0.7085146,9.894054,None,None,None,1.0
9791000,0.674872,9.945445,None,None,None,1.0
9792000,0.63259286,9.922403,None,None,None,1.0
9793000,0.7017393,9.91049,None,None,None,1.0
9794000,0.6449735,9.910557,None,None,None,1.0
9795000,0.5423111,9.73068,None,None,None,1.0
9796000,0.61116683,9.918834,None,None,None,1.0
9797000,0.5903024,5.7645354,5032.0,502.300076007843,502.300076007843,1.0
9798000,0.56959987,9.92702,None,None,None,1.0
9799000,0.54580295,9.93903,None,None,None,1.0
9800000,0.5938286,9.939647,None,None,None,1.0
9801000,0.5856564,9.942925,None,None,None,1.0
9802000,0.5562797,9.944143,None,None,None,1.0
9803000,0.55419147,9.9555235,None,None,None,1.0
9804000,0.6272505,9.943143,None,None,None,1.0
9805000,0.63240635,9.914799,None,None,None,1.0
9806000,0.64790434,9.93933,None,None,None,1.0
9807000,0.56743014,9.943807,None,None,None,1.0
9808000,0.6300094,9.919468,None,None,None,1.0
9809000,0.6521667,9.949221,None,None,None,1.0
9810000,None,9.839533,None,None,None,1.0
9811000,0.5971999,9.970183,5675.0,None,None,1.0
9812000,0.6091169,8.545362,None,566.580078125,566.580078125,1.0
9813000,0.63092744,9.98031,None,None,None,1.0
9814000,0.55093884,9.964741,None,None,None,1.0
9815000,0.54992586,9.961869,5676.0,None,None,1.0
9816000,0.6629452,9.662358,None,566.6200714111328,566.6200714111328,1.0
9817000,0.67699575,9.832728,None,None,None,1.0
9818000,0.6854605,9.974356,6635.0,None,None,1.0
9819000,0.6572853,6.960332,5088.0,585.2200849056244,585.2200849056244,1.0
9820000,0.61382693,9.973514,None,None,None,1.0
9821000,0.67324656,9.946668,None,None,None,1.0
9822000,0.6179691,9.964027,5356.0,None,None,1.0
9823000,0.6645229,7.6661525,None,534.6200790405273,534.6200790405273,1.0
9824000,0.700237,9.978625,None,None,None,1.0
9825000,0.6892294,9.9855385,None,None,None,1.0
9826000,0.6813346,8.63973,2262.0,225.280029296875,225.280029296875,1.0
9827000,0.5844964,9.969697,5890.0,None,None,1.0
9828000,0.58494425,9.90691,None,588.1000823974609,588.1000823974609,1.0
9829000,0.56631815,9.986725,None,None,None,1.0
9830000,0.55085534,9.975199,None,None,None,1.0
9831000,0.5710988,9.926668,None,None,None,1.0
9832000,0.51021314,9.924484,None,None,None,1.0
9833000,0.6234386,9.9750805,None,None,None,1.0
9834000,0.55365455,9.970756,None,None,None,1.0
9835000,0.4754895,9.889266,None,None,None,1.0
9836000,0.59099156,9.908399,None,None,None,1.0
9837000,0.60425156,9.872153,None,None,None,1.0
9838000,0.6163878,9.888155,None,None,None,1.0
9839000,0.60568243,9.939762,None,None,None,1.0
9840000,0.54605204,9.906424,None,None,None,1.0
9841000,0.5963428,9.956318,None,None,None,1.0
9842000,0.5983775,9.896,None,None,None,1.0
9843000,0.5721166,9.938389,None,None,None,1.0
9844000,0.54352766,9.877406,None,None,None,1.0
9845000,0.5926941,9.932723,4633.0,462.40006256103516,462.40006256103516,1.0
9846000,0.6589697,9.893605,5300.5,None,None,1.0
9847000,0.71126944,8.806493,None,512.960075378418,512.960075378418,1.0
9848000,0.66078293,9.911821,None,None,None,1.0
9849000,0.72816074,9.938866,None,None,None,1.0
9850000,0.79673123,9.958415,None,None,None,1.0
9851000,0.7057813,9.917681,None,None,None,1.0
9852000,0.6425979,9.930187,None,None,None,1.0
9853000,0.647481,9.098021,None,545.2800827026367,545.2800827026367,1.0
9854000,0.63449347,9.9120035,None,None,None,1.0
9855000,0.60327244,9.94969,None,None,None,1.0
9856000,0.7464876,9.975019,None,None,None,1.0
9857000,0.72042036,9.945678,None,None,None,1.0
9858000,0.65995854,9.908627,None,None,None,1.0
9859000,0.58478427,9.972634,None,None,None,1.0
9860000,0.62245667,9.939533,None,None,None,1.0
9861000,0.5648379,9.960822,None,None,None,1.0
9862000,0.5739352,9.6913,None,None,None,1.0
9863000,0.5415655,9.954418,None,None,None,1.0
9864000,0.5295536,9.938483,None,None,None,1.0
9865000,0.51946145,9.9316,None,None,None,1.0
9866000,0.63994944,9.9214945,None,None,None,1.0
9867000,0.66147095,9.7088785,None,None,None,1.0
9868000,0.6570487,9.948589,None,None,None,1.0
9869000,0.52515084,9.979408,None,None,None,1.0
9870000,0.5544908,9.906066,None,None,None,1.0
9871000,0.58232695,9.087359,None,None,None,1.0
9872000,0.59865904,9.867522,5619.0,None,None,1.0
9873000,0.58240324,9.172235,6369.0,560.960075378418,560.960075378418,1.0
9874000,0.61536306,9.124718,None,635.920093536377,635.920093536377,1.0
9875000,0.5665389,9.943963,None,None,None,1.0
9876000,0.53521544,9.808006,None,None,None,1.0
9877000,0.5450954,9.913382,None,None,None,1.0
9878000,0.5671438,9.909913,None,None,None,1.0
9879000,0.6261282,9.971111,None,None,None,1.0
9880000,0.6008755,9.965863,None,None,None,1.0
9881000,0.5732606,9.96014,None,None,None,1.0
9882000,0.5674757,9.558174,None,None,None,1.0
9883000,0.5919573,9.966441,None,None,None,1.0
9884000,0.6316699,9.958824,None,None,None,1.0
9885000,0.56764406,9.939278,None,None,None,1.0
9886000,0.56156945,9.957152,None,None,None,1.0
9887000,0.5404653,9.888927,None,None,None,1.0
9888000,0.5666805,9.932707,None,None,None,1.0
9889000,0.47917053,9.968031,None,None,None,1.0
9890000,0.48503205,9.967555,None,None,None,1.0
9891000,0.51259184,9.964094,None,None,None,1.0
9892000,0.49304998,9.825969,None,None,None,1.0
9893000,0.460352,9.95411,None,None,None,1.0
9894000,0.52020633,9.95069,None,None,None,1.0
9895000,0.63621974,9.958616,None,None,None,1.0
9896000,0.5451675,9.925998,None,None,None,1.0
9897000,0.58925885,9.955256,None,None,None,1.0
9898000,0.51905835,9.913569,None,None,None,1.0
9899000,0.6079526,9.973501,None,None,None,1.0
9900000,0.6124731,9.974401,None,None,None,1.0
9901000,0.6637245,9.963051,None,None,None,1.0
9902000,0.5421135,9.200223,5408.0,539.8200759887695,539.8200759887695,1.0
9903000,0.5301646,9.952691,None,None,None,1.0
9904000,0.54851353,9.965528,None,None,None,1.0
9905000,0.566112,9.945603,None,None,None,1.0
9906000,0.57851124,9.716139,5247.0,None,None,1.0
9907000,0.6245502,8.532731,None,523.7600784301758,523.7600784301758,1.0
9908000,0.63910055,9.967545,None,None,None,1.0
9909000,0.6962122,9.971612,None,None,None,1.0
9910000,0.70729524,9.956504,None,None,None,1.0
9911000,0.6230264,9.971789,None,None,None,1.0
9912000,0.6244004,9.954728,5995.0,None,None,1.0
9913000,0.59911853,9.877008,None,None,None,1.0
9914000,0.6091111,8.980057,None,598.5800857543945,598.5800857543945,1.0
9915000,0.68925035,9.959151,None,None,None,1.0
9916000,0.6321834,9.985989,None,None,None,1.0
9917000,0.55875903,9.962613,None,None,None,1.0
9918000,0.6344344,9.977768,None,None,None,1.0
9919000,0.592974,9.304544,5459.0,544.9600830078125,544.9600830078125,1.0
9920000,0.65188414,9.982316,None,None,None,1.0
9921000,0.5427364,9.983199,None,None,None,1.0
9922000,0.58666354,9.881959,None,None,None,1.0
9923000,0.62995106,9.985256,None,None,None,1.0
9924000,None,9.935812,None,None,None,1.0
9925000,None,9.970289,None,None,None,1.0
9926000,None,9.969566,None,None,None,1.0
9927000,0.5607332,9.964233,None,None,None,1.0
9928000,0.5875563,9.864388,None,None,None,1.0
9929000,0.70014536,9.20611,7222.0,721.2601108551025,721.2601108551025,1.0
9930000,0.7742211,9.953753,5569.0,None,None,1.0
9931000,0.70569146,9.053013,None,555.9800758361816,555.9800758361816,1.0
9932000,0.6551093,9.963595,None,None,None,1.0
9933000,0.6567599,9.966623,None,None,None,1.0
9934000,0.66413784,9.961078,None,None,None,1.0
9935000,0.6784818,9.579533,5489.0,550.580078125,550.580078125,1.0
9936000,0.6607442,9.979165,None,None,None,1.0
9937000,0.7011207,9.972109,None,None,None,1.0
9938000,0.7055009,9.966012,None,None,None,1.0
9939000,0.5833907,8.58063,None,545.3200798034668,545.3200798034668,1.0
9940000,0.61212677,9.915563,None,None,None,1.0
9941000,0.70146066,9.769012,None,None,None,1.0
9942000,0.66710764,9.962818,None,None,None,1.0
9943000,0.6318589,8.782434,7275.0,726.5801048278809,726.5801048278809,1.0
9944000,0.69958925,9.94284,7862.0,None,None,1.0
9945000,0.6579227,9.477857,None,785.2601165771484,785.2601165771484,1.0
9946000,0.6156078,9.950469,None,None,None,1.0
9947000,0.5883503,9.969604,None,None,None,1.0
9948000,0.61309594,9.566565,None,None,None,1.0
9949000,0.5715732,9.908669,None,None,None,1.0
9950000,0.5981115,9.976074,None,None,None,1.0
9951000,0.56732625,9.976592,None,None,None,1.0
9952000,0.5988995,9.972977,None,None,None,1.0
9953000,0.63225126,9.975275,None,None,None,1.0
9954000,0.61585885,9.973006,None,None,None,1.0
9955000,0.5199095,9.771177,None,None,None,1.0
9956000,0.5214206,9.949334,None,None,None,1.0
9957000,0.52431303,9.970685,None,None,None,1.0
9958000,0.51757485,9.805148,None,None,None,1.0
9959000,0.5566884,9.976704,None,None,None,1.0
9960000,0.6177363,9.953983,None,None,None,1.0
9961000,0.631831,9.7967205,8596.0,None,None,1.0
9962000,0.5690477,8.674561,None,858.7001190185547,858.7001190185547,1.0
9963000,0.599614,9.910344,None,None,None,1.0
9964000,0.5887574,9.948486,None,None,None,1.0
9965000,0.49084365,9.979998,None,None,None,1.0
9966000,0.4356253,9.92068,None,None,None,1.0
9967000,0.48163694,9.984222,None,None,None,1.0
9968000,0.5396065,9.98416,None,None,None,1.0
9969000,0.5932696,9.968049,None,None,None,1.0
9970000,0.62388986,9.973989,None,None,None,1.0
9971000,0.6298346,9.972222,None,None,None,1.0
9972000,0.66434824,9.970362,None,None,None,1.0
9973000,0.6268371,9.987124,4998.0,None,None,1.0
9974000,0.54431397,9.873274,None,498.820068359375,498.820068359375,1.0
9975000,0.5913568,10.003456,None,None,None,1.0
9976000,0.61212873,9.966379,None,None,None,1.0
9977000,0.6245503,9.858206,None,None,None,1.0
9978000,0.5999911,9.895597,None,None,None,1.0
9979000,0.67716414,10.004673,None,None,None,1.0
9980000,0.653402,9.984564,None,None,None,1.0
9981000,0.66508865,9.75009,5729.0,571.9800796508789,571.9800796508789,1.0
9982000,0.6943185,9.920301,5407.0,None,None,1.0
9983000,0.67636704,8.700723,None,539.7600784301758,539.7600784301758,1.0
9984000,0.6712099,9.9826,None,None,None,1.0
9985000,0.6637822,9.989043,None,None,None,1.0
9986000,0.59977907,9.551528,7700.0,769.0201110839844,769.0201110839844,1.0
9987000,0.5468857,9.98181,7116.0,None,None,1.0
9988000,0.6790077,7.831821,4596.0,584.660083770752,584.660083770752,1.0
9989000,0.60676366,9.970491,None,None,None,1.0
9990000,0.6095772,9.983047,None,None,None,1.0
9991000,0.59055364,9.961663,None,None,None,1.0
9992000,0.6149735,9.957694,None,None,None,1.0
9993000,0.63958913,9.945244,None,None,None,1.0
9994000,0.61383426,9.680848,None,None,None,1.0
9995000,0.60954744,9.964771,None,None,None,1.0
9996000,0.59974706,9.961709,None,None,None,1.0
9997000,0.6032458,9.863343,None,None,None,1.0
9998000,0.6265431,9.984824,3489.0,None,None,1.0
9999000,None,9.901007,None,None,None,1.0
10000000,None,9.904469,None,None,None,1.0
10001000,0.5779512,9.113981,None,347.92004776000977,347.92004776000977,1.0
10002000,0.61810124,9.953492,None,None,None,1.0
10003000,0.66745985,9.957969,None,None,None,1.0
10004000,0.6318553,9.920399,None,None,None,1.0
10005000,0.67570424,9.904861,None,None,None,1.0
10006000,0.6435436,9.914859,None,None,None,1.0
10007000,0.62690663,9.921899,None,None,None,1.0
10008000,0.65481126,9.957961,None,None,None,1.0
10009000,0.6539427,9.951939,None,None,None,1.0
10010000,0.6805943,7.7888045,5213.833333333333,459.98006884257,459.98006884257,1.0
10011000,0.5589868,9.92831,None,None,None,1.0
10012000,0.56359434,9.365126,None,379.86004638671875,379.86004638671875,1.0
10013000,0.6292483,7.974352,None,518.6600799560547,518.6600799560547,1.0
10014000,0.5896077,9.471028,None,844.1801261901855,844.1801261901855,1.0
10015000,0.61705583,9.585764,None,None,None,1.0
10016000,0.63866425,9.918207,None,None,None,1.0
10017000,0.67008215,9.935067,None,None,None,1.0
10018000,0.6076577,9.92514,None,None,None,1.0
10019000,0.6325174,9.941153,None,None,None,1.0
10020000,0.6675815,9.882639,None,None,None,1.0
10021000,0.6672777,9.431513,6502.0,555.960075378418,555.960075378418,1.0
10022000,0.58485925,8.99272,None,742.5801124572754,742.5801124572754,1.0
10023000,0.63986903,9.936831,None,None,None,1.0
10024000,0.6737212,9.898156,None,None,None,1.0
10025000,0.6714173,9.925675,None,None,None,1.0
10026000,0.66628736,9.924589,None,None,None,1.0
10027000,0.6425489,9.848826,5675.0,None,None,1.0
10028000,0.7087176,9.07814,None,566.580078125,566.580078125,1.0
10029000,0.6856346,9.896851,None,None,None,1.0
10030000,0.64985466,9.473355,None,None,None,1.0
10031000,0.6049496,6.128125,6049.0,603.9800910949707,603.9800910949707,1.0
10032000,0.68801165,9.806766,None,None,None,1.0
10033000,0.6164756,6.9850883,5089.0,507.96007680892944,507.96007680892944,1.0
10034000,0.577893,9.903491,None,None,None,1.0
10035000,0.579841,8.848238,None,None,None,1.0
10036000,0.5684259,9.915604,None,None,None,1.0
10037000,0.6714022,9.934751,None,None,None,1.0
10038000,0.66817504,9.940772,None,None,None,1.0
10039000,0.61225146,9.697109,None,None,None,1.0
10040000,0.65897113,9.310154,5409.0,539.9200782775879,539.9200782775879,1.0
10041000,0.6508296,9.945613,None,None,None,1.0
10042000,0.59980273,8.575835,7275.0,726.5801048278809,726.5801048278809,1.0
10043000,0.61876434,9.953083,None,None,None,1.0
10044000,0.5668673,9.9429455,None,None,None,1.0
10045000,0.48160458,9.917434,None,None,None,1.0
10046000,0.5176224,9.954673,None,None,None,1.0
10047000,0.53884447,9.867385,None,None,None,1.0
10048000,0.60149664,9.9292555,None,None,None,1.0
10049000,0.5951083,9.965846,None,None,None,1.0
10050000,0.5533637,9.63843,None,None,None,1.0
10051000,0.6248165,9.96916,None,None,None,1.0
10052000,0.5933802,9.956653,None,None,None,1.0
10053000,0.64037186,9.966335,None,None,None,1.0
10054000,0.62704617,9.968877,None,None,None,1.0
10055000,0.5534926,9.694983,None,None,None,1.0
10056000,0.5685898,9.961661,None,None,None,1.0
10057000,0.5939059,9.972946,None,None,None,1.0
10058000,0.6313152,9.979483,None,None,None,1.0
10059000,0.67587364,9.963908,None,None,None,1.0
10060000,0.5664107,9.96045,4236.0,None,None,1.0
10061000,0.54427975,8.759625,5595.0,422.6200637817383,422.6200637817383,1.0
10062000,0.44791907,9.773615,None,385.2800521850586,385.2800521850586,1.0
10063000,0.49164423,8.668883,None,731.8201065063477,731.8201065063477,1.0
10064000,0.5291438,10.006437,None,None,None,1.0
10065000,0.5646947,9.963014,None,None,None,1.0
10066000,0.5558615,9.968845,None,None,None,1.0
10067000,0.60485953,9.878407,None,None,None,1.0
10068000,0.60120386,9.8858,None,None,None,1.0
10069000,0.5746513,9.968889,None,None,None,1.0
10070000,0.57375723,9.963114,None,None,None,1.0
10071000,0.5779662,9.960916,None,None,None,1.0
10072000,0.584378,9.955945,None,None,None,1.0
10073000,0.51840013,9.955061,None,None,None,1.0
10074000,0.5103493,9.828521,None,None,None,1.0
10075000,0.48378193,9.978308,None,None,None,1.0
10076000,0.5101498,9.983445,None,None,None,1.0
10077000,0.4883065,9.958657,8750.0,None,None,1.0
10078000,0.5411893,9.934365,None,874.1001281738281,874.1001281738281,1.0
10079000,0.6538426,9.974162,None,None,None,1.0
10080000,0.5400673,9.987125,None,None,None,1.0
10081000,0.6237617,9.982007,None,None,None,1.0
10082000,0.5972258,9.819861,None,None,None,1.0
10083000,0.60607326,9.786218,None,None,None,1.0
10084000,0.56845367,9.9832945,None,None,None,1.0
10085000,0.56014085,9.71984,4111.0,410.12006187438965,410.12006187438965,1.0
10086000,0.5356203,9.983733,None,None,None,1.0
10087000,0.5426335,9.966995,None,None,None,1.0
10088000,0.5779,9.918781,1889.0,None,None,1.0
10089000,0.55502784,9.522916,None,187.9800262451172,187.9800262451172,1.0
10090000,0.5702035,9.877592,None,None,None,1.0
10091000,0.55009055,9.914616,None,None,None,1.0
10092000,0.55429393,9.904812,None,None,None,1.0
10093000,0.5263436,9.952726,None,None,None,1.0
10094000,0.6016258,9.929049,None,None,None,1.0
10095000,0.5621889,9.887453,None,None,None,1.0
10096000,0.6142213,9.947812,None,None,None,1.0
10097000,0.63396597,9.924209,None,None,None,1.0
10098000,0.6420784,9.959062,None,None,None,1.0
10099000,0.6117494,9.288679,5408.0,539.9000778198242,539.9000778198242,1.0
10100000,0.6459974,9.964096,None,None,None,1.0
10101000,0.667165,9.962493,7915.0,None,None,1.0
10102000,0.5672363,9.263856,10528.0,921.2001304626465,921.2001304626465,1.0
10103000,0.6315176,9.949153,None,None,None,1.0
10104000,0.6156849,9.883164,None,None,None,1.0
10105000,0.53406745,9.980298,None,None,None,1.0
10106000,0.49819663,9.951413,4600.0,None,None,1.0
10107000,0.50209945,9.814536,None,459.06005859375,459.06005859375,1.0
10108000,0.6194478,9.945549,None,None,None,1.0
10109000,0.60778433,9.944128,None,None,None,1.0
10110000,0.64310807,9.946564,5495.0,None,None,1.0
10111000,0.59562093,9.920105,None,548.5200805664062,548.5200805664062,1.0
10112000,0.59540397,9.947905,9066.0,None,None,1.0
10113000,0.5414215,9.911873,None,None,None,1.0
10114000,0.5536141,8.604366,None,905.6201367378235,905.6201367378235,1.0
10115000,0.57033205,9.944117,None,None,None,1.0
10116000,0.5706283,9.936446,None,None,None,1.0
10117000,0.6177897,9.934024,None,None,None,1.0
10118000,0.549382,9.926195,None,None,None,1.0
10119000,0.62826467,9.896813,None,None,None,1.0
10120000,0.5672555,9.935007,None,None,None,1.0
10121000,0.51612383,9.944884,None,None,None,1.0
10122000,0.55914754,9.943302,None,None,None,1.0
10123000,0.5618837,9.934899,None,None,None,1.0
10124000,0.5682999,9.951181,None,None,None,1.0
10125000,0.6878913,9.925779,None,None,None,1.0
10126000,0.711069,9.946665,None,None,None,1.0
10127000,0.7115349,9.9148855,None,None,None,1.0
10128000,0.6401495,9.965854,None,None,None,1.0
10129000,0.6257464,9.927421,None,None,None,1.0
10130000,0.65480524,9.9638605,None,None,None,1.0
10131000,0.622223,9.95362,None,None,None,1.0
10132000,0.5702412,9.967218,None,None,None,1.0
10133000,0.66465145,9.970973,None,None,None,1.0
10134000,0.60329974,9.8178005,7828.0,781.9001159667969,781.9001159667969,1.0
10135000,0.60803396,9.962932,5302.0,None,None,1.0
10136000,0.60555613,8.29331,None,529.2800788879395,529.2800788879395,1.0
10137000,0.54972035,9.957184,3542.0,None,None,1.0
10138000,0.58666474,9.558101,None,353.28004455566406,353.28004455566406,1.0
10139000,0.51068014,9.968081,None,None,None,1.0
10140000,0.6054745,9.925567,None,None,None,1.0
10141000,0.6307692,9.907092,None,None,None,1.0
10142000,0.59472793,9.91281,4820.0,None,None,1.0
10143000,0.64442116,8.324182,1142.0,297.1400394439697,297.1400394439697,1.0
10144000,0.59526634,9.959498,None,None,None,1.0
10145000,0.6326879,9.909718,None,None,None,1.0
10146000,0.6254038,9.86302,None,None,None,1.0
10147000,0.5863212,9.630192,None,None,None,1.0
10148000,0.5647175,6.4934397,6049.0,603.9800910949707,603.9800910949707,1.0
10149000,0.5312648,9.907931,None,None,None,1.0
10150000,0.55721205,9.954443,None,None,None,1.0
10151000,0.5613313,9.945715,None,None,None,1.0
10152000,0.66136307,9.890769,None,None,None,1.0
10153000,0.5629873,9.920742,None,None,None,1.0
10154000,0.5837004,9.906017,None,None,None,1.0
10155000,0.6313402,9.94295,None,None,None,1.0
10156000,0.58782315,9.932557,None,None,None,1.0
10157000,0.60074985,9.936403,None,None,None,1.0
10158000,0.5879793,9.900933,6372.0,None,None,1.0
10159000,0.59452134,8.233176,None,636.3000946044922,636.3000946044922,1.0
10160000,0.5162646,9.894756,None,None,None,1.0
10161000,0.5508891,9.895222,None,None,None,1.0
10162000,0.4851793,9.880026,None,None,None,1.0
10163000,0.49304628,9.876909,None,None,None,1.0
10164000,0.5427758,9.924256,None,None,None,1.0
10165000,0.51575226,9.948577,None,None,None,1.0
10166000,0.4947604,9.932147,None,None,None,1.0
10167000,0.4951603,9.930414,None,None,None,1.0
10168000,0.48939526,9.951109,None,None,None,1.0
10169000,0.44860595,9.952751,None,None,None,1.0
10170000,0.48228052,9.95601,None,None,None,1.0
10171000,0.467657,9.942961,None,None,None,1.0
10172000,0.47651705,9.961855,None,None,None,1.0
10173000,0.4899303,9.93091,None,None,None,1.0
10174000,0.53149223,9.945996,None,None,None,1.0
10175000,0.6743548,9.973221,None,None,None,1.0
10176000,0.630418,9.966685,4929.0,None,None,1.0
10177000,0.7216209,9.489174,None,491.9200668334961,491.9200668334961,1.0
10178000,0.62999505,9.927454,None,None,None,1.0
10179000,0.6778121,9.891554,None,None,None,1.0
10180000,0.66837794,9.974244,None,None,None,1.0
10181000,0.5731544,9.969685,None,None,None,1.0
10182000,0.7000607,8.523032,5071.333333333333,481.30006980895996,481.30006980895996,1.0
10183000,0.5941933,9.36357,None,555.9200744628906,555.9200744628906,1.0
10184000,0.57675266,9.966277,None,None,None,1.0
10185000,0.54917,9.974722,None,None,None,1.0
10186000,0.47594067,9.955399,None,None,None,1.0
10187000,0.49578148,9.94853,None,None,None,1.0
10188000,0.51354635,9.940824,None,None,None,1.0
10189000,0.5237148,9.936233,None,None,None,1.0
10190000,0.4929145,9.950639,None,None,None,1.0
10191000,0.4891392,9.904832,None,None,None,1.0
10192000,0.427003,9.922266,None,None,None,1.0
10193000,0.53207356,9.590995,4133.0,412.4000597000122,412.4000597000122,1.0
10194000,0.6312825,9.916485,None,None,None,1.0
10195000,0.66168267,9.396833,6422.0,641.2200927734375,641.2200927734375,1.0
10196000,0.6545687,8.295644,5140.0,513.1000747680664,513.1000747680664,1.0
10197000,0.60363835,9.933092,5728.0,None,None,1.0
10198000,0.5121882,9.4269285,None,571.8200836181641,571.8200836181641,1.0
10199000,0.58093077,9.925233,None,None,None,1.0
10200000,0.55402493,9.867191,4823.0,None,None,1.0
10201000,0.5592789,9.461918,None,481.320068359375,481.320068359375,1.0
10202000,0.49066958,9.939765,None,None,None,1.0
10203000,0.55523676,9.873779,None,None,None,1.0
10204000,0.5844908,9.951508,None,None,None,1.0
10205000,0.6224641,9.924422,None,None,None,1.0
10206000,0.65768135,9.974296,None,None,None,1.0
10207000,0.61381334,9.506267,5409.0,539.9600791931152,539.9600791931152,1.0
10208000,0.69014657,9.977154,5862.5,None,None,1.0
10209000,0.7030836,8.044687,None,585.2700862884521,585.2700862884521,1.0
10210000,0.73960185,9.965533,None,None,None,1.0
10211000,0.6055097,9.991213,None,None,None,1.0
10212000,0.5242288,9.940167,None,None,None,1.0
10213000,0.5301614,9.817868,None,None,None,1.0
10214000,0.6195331,9.955917,None,None,None,1.0
10215000,0.6295402,9.9588785,None,None,None,1.0
10216000,0.55319285,9.969295,None,None,None,1.0
10217000,0.5557613,9.970023,None,None,None,1.0
10218000,0.53838235,9.97011,None,None,None,1.0
10219000,0.5056258,7.4954276,5089.0,507.96007680892944,507.96007680892944,1.0
10220000,0.52915597,9.972111,None,None,None,1.0
10221000,0.571995,9.977135,None,None,None,1.0
10222000,0.61963135,9.976596,None,None,None,1.0
10223000,0.63347363,9.9500885,None,None,None,1.0
10224000,0.69711727,9.963946,None,None,None,1.0
10225000,0.5975221,9.278998,None,None,None,1.0
10226000,0.62967956,9.965192,None,None,None,1.0
10227000,0.56855017,9.964408,None,None,None,1.0
10228000,0.58044624,5.824913,6047.0,603.760091304779,603.760091304779,1.0
10229000,0.6452043,9.9755125,None,None,None,1.0
10230000,0.61813515,9.990316,None,None,None,1.0
10231000,0.5333991,9.975043,None,None,None,1.0
10232000,0.53101546,9.973892,None,None,None,1.0
10233000,0.5581605,9.978941,None,None,None,1.0
10234000,0.5377356,9.666558,4929.0,None,None,1.0
10235000,0.5680187,9.375708,None,491.98006439208984,491.98006439208984,1.0
10236000,0.48633513,9.966679,6155.0,None,None,1.0
10237000,0.44727528,9.931141,None,None,None,1.0
10238000,0.5571851,9.840097,None,None,None,1.0
10239000,0.49078146,8.587039,None,614.6000919342041,614.6000919342041,1.0
10240000,0.44189882,9.940311,None,None,None,1.0
10241000,0.49636889,9.955387,None,None,None,1.0
10242000,0.56797385,9.980161,None,None,None,1.0
10243000,0.49280486,9.956744,None,None,None,1.0
10244000,0.5224827,9.975247,None,None,None,1.0
10245000,0.5024415,9.9621935,None,None,None,1.0
10246000,0.5195672,9.948387,None,None,None,1.0
10247000,0.6232196,9.951979,None,None,None,1.0
10248000,0.61167437,9.917204,7329.0,None,None,1.0
10249000,0.58331305,9.965791,None,None,None,1.0
10250000,0.5873549,9.970145,None,None,None,1.0
