Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training 
6980000,1.0997953,9.580879,3649.0,363.9800453186035,363.9800453186035,1.0
6981000,1.0607125,9.94675,None,None,None,1.0
6982000,1.080731,9.81351,None,None,None,1.0
6983000,1.0877999,9.601683,None,None,None,1.0
6984000,1.0828475,5.412196,4020.0,401.0600609779358,401.0600609779358,1.0
6985000,1.0880572,9.79941,None,None,None,1.0
6986000,0.95533377,9.83516,3863.0,None,None,1.0
6987000,1.0967771,9.377402,None,385.32005310058594,385.32005310058594,1.0
6988000,1.1359519,9.447921,None,None,None,1.0
6989000,1.0471758,9.851707,None,None,None,1.0
6990000,1.0871568,9.957191,4289.0,None,None,1.0
6991000,1.214698,9.902023,None,None,None,1.0
6992000,1.1675624,9.793148,None,None,None,1.0
6993000,1.1869819,9.08022,None,427.92005920410156,427.92005920410156,1.0
6994000,1.1232685,9.889162,4129.0,None,None,1.0
6995000,1.1249143,6.9114428,None,411.9800605773926,411.9800605773926,1.0
6996000,1.1040561,9.575083,4554.0,369.0200500488281,369.0200500488281,1.0
6997000,1.1029869,8.835763,None,539.8800773620605,539.8800773620605,1.0
6998000,1.0103998,9.806622,None,None,None,1.0
6999000,1.1312741,9.885599,None,None,None,1.0
7000000,1.1093082,9.903545,None,None,None,1.0
7001000,0.9795659,9.892981,None,None,None,1.0
7002000,1.0417405,9.874275,None,None,None,1.0
7003000,1.0385354,9.89333,3542.0,None,None,1.0
7004000,0.9833123,9.419689,None,353.2600440979004,353.2600440979004,1.0
7005000,0.9974121,9.8798485,None,None,None,1.0
7006000,1.1360601,9.830881,None,None,None,1.0
7007000,1.0241413,9.823387,4503.0,None,None,1.0
7008000,1.0302373,8.864531,None,449.320068359375,449.320068359375,1.0
7009000,0.992216,9.8181095,None,None,None,1.0
7010000,0.9973839,9.8571825,None,None,None,1.0
7011000,0.9235022,9.89792,None,None,None,1.0
7012000,1.0272411,9.888228,None,None,None,1.0
7013000,1.0179988,9.866428,None,None,None,1.0
7014000,1.0576787,9.901606,None,None,None,1.0
7015000,1.0239162,9.905256,None,None,None,1.0
7016000,0.9244311,9.917727,None,None,None,1.0
7017000,1.0183309,9.924827,None,None,None,1.0
7018000,1.0410968,9.909286,None,None,None,1.0
7019000,1.069769,9.926667,4983.0,None,None,1.0
7020000,1.0271026,8.931879,None,497.320068359375,497.320068359375,1.0
7021000,0.96264935,9.850568,None,None,None,1.0
7022000,1.0049534,9.565869,3487.0,347.7200469970703,347.7200469970703,1.0
7023000,1.0195633,9.883718,None,None,None,1.0
7024000,0.93780226,9.869219,None,None,None,1.0
7025000,0.97840434,9.765891,None,None,None,1.0
7026000,0.95644623,9.882557,None,None,None,1.0
7027000,1.0327703,9.921845,None,None,None,1.0
7028000,0.88321877,9.891807,None,None,None,1.0
7029000,0.9099522,9.926598,None,None,None,1.0
7030000,1.0180712,9.91525,3915.0,None,None,1.0
7031000,1.0511142,8.944631,None,390.56005859375,390.56005859375,1.0
7032000,1.0629493,9.913738,None,None,None,1.0
7033000,1.021826,9.917847,None,None,None,1.0
7034000,1.0622439,9.925648,None,None,None,1.0
7035000,1.0621686,9.683719,None,None,None,1.0
7036000,1.0475576,9.883387,None,None,None,1.0
7037000,1.0752463,9.913337,None,None,None,1.0
7038000,1.0333776,9.925627,None,None,None,1.0
7039000,1.0137417,9.8978,4449.0,None,None,1.0
7040000,1.0019805,8.632747,None,443.9600639343262,443.9600639343262,1.0
7041000,0.98757446,9.940578,None,None,None,1.0
7042000,0.98835343,9.913936,None,None,None,1.0
7043000,0.92989707,9.842504,None,None,None,1.0
7044000,0.9599947,9.924382,None,None,None,1.0
7045000,0.9581401,9.929397,None,None,None,1.0
7046000,0.96929187,9.862133,None,None,None,1.0
7047000,0.8772452,9.911645,None,None,None,1.0
7048000,1.0178576,9.931092,None,None,None,1.0
7049000,1.0485734,9.808234,None,None,None,1.0
7050000,0.96509427,9.93424,None,None,None,1.0
7051000,1.0164186,9.060499,4235.0,422.58006286621094,422.58006286621094,1.0
7052000,0.9318197,9.950402,4704.0,None,None,1.0
7053000,0.95135415,9.861778,None,469.46006774902344,469.46006774902344,1.0
7054000,0.99902725,9.93749,None,None,None,1.0
7055000,0.9868659,8.976537,4235.0,422.58006286621094,422.58006286621094,1.0
7056000,0.96002346,9.944286,None,None,None,1.0
7057000,0.95078665,9.959434,None,None,None,1.0
7058000,1.0225432,9.946748,None,None,None,1.0
7059000,0.94332975,9.962831,None,None,None,1.0
7060000,0.91018176,9.93879,None,None,None,1.0
7061000,0.87871504,9.884004,None,None,None,1.0
7062000,1.0179732,9.890144,None,None,None,1.0
7063000,0.99225825,9.950785,None,None,None,1.0
7064000,0.93951833,9.865754,None,None,None,1.0
7065000,0.9516212,9.951337,None,None,None,1.0
7066000,0.92376626,9.950126,None,None,None,1.0
7067000,0.8945157,9.95957,None,None,None,1.0
7068000,1.0117525,9.946322,None,None,None,1.0
7069000,0.9804728,9.958356,None,None,None,1.0
7070000,0.8329718,9.949269,None,None,None,1.0
7071000,0.884482,9.940646,None,None,None,1.0
7072000,0.91395485,9.915341,None,None,None,1.0
7073000,0.96121585,9.911299,None,None,None,1.0
7074000,0.9513624,9.954499,None,None,None,1.0
7075000,0.9401326,9.92384,None,None,None,1.0
7076000,0.93205297,9.965229,None,None,None,1.0
7077000,0.84618294,9.9637165,None,None,None,1.0
7078000,0.97498786,9.882719,None,None,None,1.0
7079000,0.9061986,9.976613,None,None,None,1.0
7080000,0.9034875,9.936317,None,None,None,1.0
7081000,1.0277631,9.7564125,5134.0,512.4200744628906,512.4200744628906,1.0
7082000,1.0140809,9.960767,None,None,None,1.0
7083000,0.9976493,9.96656,None,None,None,1.0
7084000,0.94731396,8.584847,4260.5,425.11006355285645,425.11006355285645,1.0
7085000,0.9510903,9.956248,None,None,None,1.0
7086000,0.9785014,9.968613,None,None,None,1.0
7087000,1.034105,9.954827,None,None,None,1.0
7088000,1.016986,9.974404,None,None,None,1.0
7089000,1.0184762,9.964006,None,None,None,1.0
7090000,0.98242563,8.429461,4042.0,403.2200608253479,403.2200608253479,1.0
7091000,1.0000914,10.010484,None,None,None,1.0
7092000,0.95520175,9.98354,4901.0,None,None,1.0
7093000,0.94687283,9.785509,None,489.1200714111328,489.1200714111328,1.0
7094000,0.99144894,9.98783,None,None,None,1.0
7095000,1.1155782,10.0047035,None,None,None,1.0
7096000,1.1104805,9.999261,None,None,None,1.0
7097000,1.0367757,9.983191,3307.0,None,None,1.0
7098000,0.78735465,9.22621,None,329.80004501342773,329.80004501342773,1.0
7099000,0.9583634,9.879301,3914.0,None,None,1.0
7100000,0.9751324,9.57069,None,390.5000534057617,390.5000534057617,1.0
7101000,0.99232584,9.995719,4983.0,None,None,1.0
7102000,0.993115,9.647885,None,497.320068359375,497.320068359375,1.0
7103000,1.0436614,10.002291,None,None,None,1.0
7104000,1.1138093,9.926678,None,None,None,1.0
7105000,1.1053203,9.912186,None,None,None,1.0
7106000,0.9806101,9.62837,3778.5,358.6600456237793,358.6600456237793,1.0
7107000,0.98060596,9.697844,None,395.12005615234375,395.12005615234375,1.0
7108000,0.9876671,9.901764,None,None,None,1.0
7109000,1.0713127,9.53635,3968.0,433.2800636291504,433.2800636291504,1.0
7110000,1.0393977,9.446752,None,358.5000457763672,358.5000457763672,1.0
7111000,1.0628997,9.509543,4983.0,None,None,1.0
7112000,1.0101765,5.5478354,4022.0,449.3000645637512,449.3000645637512,1.0
7113000,1.1020043,9.943762,4872.0,None,None,1.0
7114000,1.1014689,8.759195,3326.0,408.98005962371826,408.98005962371826,1.0
7115000,1.0435379,9.869875,None,None,None,1.0
7116000,1.0353297,7.5560684,3328.5,305.26004457473755,305.26004457473755,1.0
7117000,1.1233072,9.39451,None,358.5800437927246,358.5800437927246,1.0
7118000,1.024303,9.812508,4337.0,432.7200622558594,432.7200622558594,1.0
7119000,1.1374147,9.85309,None,None,None,1.0
7120000,1.1600324,9.783015,4665.0,None,None,1.0
7121000,1.1492975,9.897892,None,None,None,1.0
7122000,1.269983,9.699845,None,465.5200653076172,465.5200653076172,1.0
7123000,1.2595342,9.80361,None,None,None,1.0
7124000,1.1785969,9.85502,3809.0,None,None,1.0
7125000,1.147003,9.305026,None,379.9600524902344,379.9600524902344,1.0
7126000,1.1169459,9.913552,None,None,None,1.0
7127000,1.0902392,9.508701,3912.5,369.0200500488281,369.0200500488281,1.0
7128000,1.139602,7.6204786,None,411.52006340026855,411.52006340026855,1.0
7129000,1.0823526,9.136392,5190.0,518.1000785827637,518.1000785827637,1.0
7130000,1.1090301,9.872943,None,None,None,1.0
7131000,1.1507038,9.875881,None,None,None,1.0
7132000,1.1292595,9.834743,3805.0,None,None,1.0
7133000,1.1553345,8.988712,3542.0,366.4000473022461,366.4000473022461,1.0
7134000,1.1224242,9.873249,None,None,None,1.0
7135000,1.1170489,9.84028,None,None,None,1.0
7136000,1.2052424,9.874875,4766.0,None,None,1.0
7137000,1.1332767,9.283817,None,475.68006896972656,475.68006896972656,1.0
7138000,1.0611,9.875869,None,None,None,1.0
7139000,0.99272305,9.842952,None,None,None,1.0
7140000,1.003675,9.732565,None,None,None,1.0
7141000,0.988851,9.921357,None,None,None,1.0
7142000,0.99495226,9.899338,None,None,None,1.0
7143000,0.96162665,9.914462,None,None,None,1.0
7144000,0.94561994,9.891158,None,None,None,1.0
7145000,1.070143,9.904867,None,None,None,1.0
7146000,0.97828156,9.910346,None,None,None,1.0
7147000,0.8202808,9.871548,None,None,None,1.0
7148000,0.9069074,9.912279,None,None,None,1.0
7149000,0.97001934,9.919318,None,None,None,1.0
7150000,1.0566658,9.903716,None,None,None,1.0
7151000,0.915303,9.898564,None,None,None,1.0
7152000,0.9771866,9.912465,None,None,None,1.0
7153000,0.9810947,9.896,4438.0,442.9000663757324,442.9000663757324,1.0
7154000,1.0664907,9.902276,None,None,None,1.0
7155000,1.0274222,9.884406,None,None,None,1.0
7156000,1.0078667,9.9577055,None,None,None,1.0
7157000,0.93998975,9.684418,None,None,None,1.0
7158000,0.9711322,9.949625,None,None,None,1.0
7159000,0.99423504,9.912426,None,None,None,1.0
7160000,0.9989277,9.911424,None,None,None,1.0
7161000,1.0274925,8.312384,2151.0,214.20003032684326,214.20003032684326,1.0
7162000,1.0077101,9.943949,None,None,None,1.0
7163000,0.93373626,9.905555,None,None,None,1.0
7164000,1.0297648,9.9360075,None,None,None,1.0
7165000,0.96296227,9.893574,None,None,None,1.0
7166000,1.0659227,9.910768,None,None,None,1.0
7167000,1.1152104,9.9029255,None,None,None,1.0
7168000,1.0102186,9.944413,None,None,None,1.0
7169000,0.9772964,9.95491,None,None,None,1.0
7170000,0.98319185,9.918877,None,None,None,1.0
7171000,1.1302097,9.955232,None,None,None,1.0
7172000,1.0956124,9.950932,None,None,None,1.0
7173000,1.0138104,9.976476,None,None,None,1.0
7174000,0.984364,9.956699,1351.0,None,None,1.0
7175000,1.041658,8.490791,5409.0,337.04004859924316,337.04004859924316,1.0
7176000,1.0234295,9.33628,4225.0,421.52006340026855,421.52006340026855,1.0
7177000,0.90332407,9.917996,None,None,None,1.0
7178000,0.988662,9.956298,4289.0,None,None,1.0
7179000,1.0049882,7.681846,None,427.92005920410156,427.92005920410156,1.0
7180000,0.9862237,9.945213,None,None,None,1.0
7181000,0.9730874,9.964709,None,None,None,1.0
7182000,0.9675518,9.964184,None,None,None,1.0
7183000,1.0553517,9.965931,None,None,None,1.0
7184000,1.0609106,9.92598,None,None,None,1.0
7185000,1.0079646,9.895993,None,None,None,1.0
7186000,0.96487886,9.522453,None,None,None,1.0
7187000,0.85136414,9.944092,None,None,None,1.0
7188000,0.93706256,9.939158,None,None,None,1.0
7189000,1.0377164,9.941686,None,None,None,1.0
7190000,0.8995437,9.961127,None,None,None,1.0
7191000,0.9508223,9.926847,None,None,None,1.0
7192000,0.90280586,9.912996,None,None,None,1.0
7193000,0.9693124,9.936238,None,None,None,1.0
7194000,1.0126629,9.861105,None,None,None,1.0
7195000,0.96643454,9.860536,4342.0,None,None,1.0
7196000,0.9799226,9.942824,None,None,None,1.0
7197000,1.018958,9.93439,None,None,None,1.0
7198000,0.94427574,9.30463,None,433.2800636291504,433.2800636291504,1.0
7199000,0.9238559,9.736862,None,None,None,1.0
7200000,0.9217242,9.9512,None,None,None,1.0
7201000,0.9614737,9.867596,None,None,None,1.0
7202000,0.96841824,9.042574,4234.0,422.4200630187988,422.4200630187988,1.0
7203000,0.9472206,9.934922,None,None,None,1.0
7204000,1.0366865,9.925558,None,None,None,1.0
7205000,1.0178678,9.82344,None,None,None,1.0
7206000,1.0199702,9.907931,None,None,None,1.0
7207000,0.96355367,9.886104,None,None,None,1.0
7208000,0.96461815,9.931494,None,None,None,1.0
7209000,0.9792085,9.944602,None,None,None,1.0
7210000,1.0393997,9.882123,None,None,None,1.0
7211000,1.0047987,9.735705,None,None,None,1.0
7212000,1.0282211,9.941092,4309.0,None,None,1.0
7213000,0.93840665,9.591616,None,429.9400634765625,429.9400634765625,1.0
7214000,0.91670495,9.922725,None,None,None,1.0
7215000,1.0091566,9.906359,None,None,None,1.0
7216000,0.9756473,9.942768,None,None,None,1.0
7217000,0.94708943,9.935025,None,None,None,1.0
7218000,1.0347043,9.56675,4663.0,465.32006072998047,465.32006072998047,1.0
7219000,0.9614101,9.927908,None,None,None,1.0
7220000,0.88283074,9.889971,None,None,None,1.0
7221000,0.97158146,9.655119,None,None,None,1.0
7222000,0.881004,9.833856,3640.0,None,None,1.0
7223000,0.92106867,9.066425,5408.0,451.46006202697754,451.46006202697754,1.0
7224000,0.890419,9.892582,None,None,None,1.0
7225000,0.96740866,9.915224,None,None,None,1.0
7226000,1.0105242,9.916869,None,None,None,1.0
7227000,0.93004364,9.922766,None,None,None,1.0
7228000,1.0101395,9.88248,None,None,None,1.0
7229000,1.0204625,9.940876,None,None,None,1.0
7230000,0.9778716,9.875917,None,None,None,1.0
7231000,1.0046338,9.972167,None,None,None,1.0
7232000,0.87176514,9.909491,None,None,None,1.0
7233000,0.8473801,9.965228,None,None,None,1.0
7234000,1.0078393,8.814262,3861.0,411.78006172180176,411.78006172180176,1.0
7235000,0.89982474,9.146633,None,358.6000442504883,358.6000442504883,1.0
7236000,0.9288576,9.964753,None,None,None,1.0
7237000,0.932707,9.77778,None,None,None,1.0
7238000,1.0509528,9.979746,None,None,None,1.0
7239000,1.0064989,9.964121,None,None,None,1.0
7240000,0.96612424,9.355354,3274.0,326.4800453186035,326.4800453186035,1.0
7241000,0.952302,9.914324,3498.0,None,None,1.0
7242000,0.87108904,9.943047,None,None,None,1.0
7243000,0.84494156,9.970256,None,None,None,1.0
7244000,0.92957944,9.848877,None,None,None,1.0
7245000,0.9654627,9.982798,None,None,None,1.0
7246000,1.0206428,9.943206,None,348.9000473022461,348.9000473022461,1.0
7247000,1.0190268,9.938286,None,None,None,1.0
7248000,0.97467524,9.917335,None,None,None,1.0
7249000,1.0159625,9.986504,None,None,None,1.0
7250000,1.029571,9.86899,3807.0,None,None,1.0
7251000,0.99401003,8.694799,4028.0,390.8200546503067,390.8200546503067,1.0
7252000,0.9443322,9.973095,None,None,None,1.0
7253000,0.99361575,9.944981,None,None,None,1.0
7254000,0.9737605,9.929056,4714.0,None,None,1.0
7255000,0.95932853,9.926363,None,None,None,1.0
7256000,0.8853767,9.86012,None,None,None,1.0
7257000,0.8819377,9.618854,None,470.4800567626953,470.4800567626953,1.0
7258000,0.8726089,9.881189,None,None,None,1.0
7259000,0.99480593,9.921432,4129.0,None,None,1.0
7260000,0.9780425,7.3279505,None,411.9200601577759,411.9200601577759,1.0
7261000,1.0016804,9.896383,None,None,None,1.0
7262000,1.0087484,9.61021,4075.0,358.6600456237793,358.6600456237793,1.0
7263000,0.9617282,9.157536,None,454.4600601196289,454.4600601196289,1.0
7264000,0.98081326,9.878174,None,None,None,1.0
7265000,0.90888137,9.321867,4609.0,459.92005920410156,459.92005920410156,1.0
7266000,0.9857013,9.853666,None,None,None,1.0
7267000,1.0491831,9.830662,4396.0,None,None,1.0
7268000,1.114311,9.9491625,None,None,None,1.0
7269000,1.0248071,9.92373,None,None,None,1.0
7270000,1.008685,8.837725,None,438.6600646972656,438.6600646972656,1.0
7271000,0.97648317,9.943113,None,None,None,1.0
7272000,1.0004667,9.90407,4928.0,None,None,1.0
7273000,1.0494208,8.77638,4234.0,457.1500644683838,457.1500644683838,1.0
7274000,0.99205005,9.433828,4554.0,454.4800567626953,454.4800567626953,1.0
7275000,0.94178617,9.930786,None,None,None,1.0
7276000,0.95044434,9.886679,4286.0,None,None,1.0
7277000,1.058159,8.375522,None,427.6800594329834,427.6800594329834,1.0
7278000,0.94576085,9.9064245,None,None,None,1.0
7279000,0.97332734,9.842225,4351.0,None,None,1.0
7280000,0.86604875,8.509805,None,417.06006240844727,417.06006240844727,1.0
7281000,0.87501127,9.863231,None,None,None,1.0
7282000,0.9435003,9.77466,None,451.30006408691406,451.30006408691406,1.0
7283000,0.9843648,9.893857,None,None,None,1.0
7284000,0.999189,9.824467,None,None,None,1.0
7285000,0.9720382,9.913406,None,None,None,1.0
7286000,0.9702518,9.946702,None,None,None,1.0
7287000,1.0681876,9.972352,None,None,None,1.0
7288000,0.9579755,9.843927,4929.0,None,None,1.0
7289000,0.9595543,9.346381,None,491.98006439208984,491.98006439208984,1.0
7290000,0.9469689,9.897294,None,None,None,1.0
7291000,0.9549771,9.971682,None,None,None,1.0
7292000,0.93222654,9.828241,None,None,None,1.0
7293000,0.8828646,9.9140215,None,None,None,1.0
7294000,1.000397,9.913777,None,None,None,1.0
7295000,0.9976905,8.509801,5140.0,513.1000747680664,513.1000747680664,1.0
7296000,0.9914366,9.938652,None,None,None,1.0
7297000,0.9539613,9.933599,None,None,None,1.0
7298000,0.9215089,9.86407,None,None,None,1.0
7299000,0.9733309,9.924819,4925.0,None,None,1.0
7300000,0.9728995,9.244516,None,491.5200653076172,491.5200653076172,1.0
7301000,0.9297467,9.765508,None,None,None,1.0
7302000,0.9315636,9.861574,None,None,None,1.0
7303000,0.9706491,9.943098,5832.0,None,None,1.0
7304000,0.89358133,9.9043665,None,None,None,1.0
7305000,0.87140805,9.952941,None,None,None,1.0
7306000,0.88501674,9.962145,None,None,None,1.0
7307000,0.825213,9.960932,None,None,None,1.0
7308000,0.9767268,8.805377,3753.0,582.3000793457031,582.3000793457031,1.0
7309000,0.9882112,9.256264,None,374.32005310058594,374.32005310058594,1.0
7310000,1.0039015,9.967414,4980.0,None,None,1.0
7311000,1.038285,9.464097,None,497.06006622314453,497.06006622314453,1.0
7312000,0.994815,9.765334,None,None,None,1.0
7313000,0.9349948,9.956359,None,None,None,1.0
7314000,0.90091133,9.956623,None,None,None,1.0
7315000,0.9754595,9.905344,None,None,None,1.0
7316000,0.9597713,9.96727,None,None,None,1.0
7317000,0.9671847,9.911014,None,None,None,1.0
7318000,0.9201178,9.963731,None,None,None,1.0
7319000,1.0001192,9.97445,None,None,None,1.0
7320000,0.94549894,9.936606,None,None,None,1.0
7321000,0.9996488,9.855063,None,None,None,1.0
7322000,0.9547296,9.965834,None,None,None,1.0
7323000,1.0348753,9.839613,None,None,None,1.0
7324000,0.96669567,9.670795,None,None,None,1.0
7325000,0.97638106,9.164549,4901.5,523.9800758361816,523.9800758361816,1.0
7326000,0.9719776,9.370599,None,454.42005920410156,454.42005920410156,1.0
7327000,0.99444026,9.283078,None,None,None,1.0
7328000,0.929301,9.9373665,None,None,None,1.0
7329000,0.9780983,9.122498,4235.0,422.58006286621094,422.58006286621094,1.0
7330000,0.9661572,9.963006,None,None,None,1.0
7331000,0.9550136,9.9164715,None,None,None,1.0
7332000,0.9617473,9.915656,None,None,None,1.0
7333000,0.984838,9.906168,None,None,None,1.0
7334000,0.929113,9.951759,4980.0,None,None,1.0
7335000,0.97783715,9.514642,None,497.08006286621094,497.08006286621094,1.0
7336000,0.86054957,8.5289135,37.0,2.7599992752075195,2.7599992752075195,1.0
7337000,0.98416114,9.860131,None,None,None,1.0
7338000,0.92686,9.876289,4662.0,None,None,1.0
7339000,0.89253914,9.289797,None,465.2800598144531,465.2800598144531,1.0
7340000,0.94333786,9.958411,None,None,None,1.0
7341000,0.865601,9.901357,None,None,None,1.0
7342000,0.90924037,9.909219,None,None,None,1.0
7343000,0.9755716,9.936888,None,None,None,1.0
7344000,0.87806064,9.944745,None,None,None,1.0
7345000,0.94090337,9.937105,None,None,None,1.0
7346000,0.8878963,9.932285,None,None,None,1.0
7347000,0.8876078,9.953015,None,None,None,1.0
7348000,0.9020009,9.914469,None,None,None,1.0
7349000,0.88790935,9.875389,None,None,None,1.0
7350000,0.89370793,8.934071,4236.0,422.6600646972656,422.6600646972656,1.0
7351000,0.9539877,9.8189125,None,None,None,1.0
7352000,0.88556063,9.932012,None,None,None,1.0
7353000,0.93698245,9.620701,None,None,None,1.0
7354000,0.94456816,9.807268,3910.0,None,None,1.0
7355000,0.8767926,9.966131,None,None,None,1.0
7356000,0.991196,7.8751717,4687.0,441.8867311477661,441.8867311477661,1.0
7357000,0.965874,9.900343,None,None,None,1.0
7358000,0.9316058,9.907391,None,None,None,1.0
7359000,1.0717418,9.968022,3915.0,None,None,1.0
7360000,1.0039058,9.581393,None,390.5800476074219,390.5800476074219,1.0
7361000,0.974813,9.939823,None,None,None,1.0
7362000,0.907929,9.913914,None,None,None,1.0
7363000,0.94226557,9.928322,None,None,None,1.0
7364000,0.9648172,9.857312,None,None,None,1.0
7365000,0.8483547,9.9391365,None,None,None,1.0
7366000,0.89343244,9.892588,None,None,None,1.0
7367000,0.81023175,9.888087,None,None,None,1.0
7368000,0.87845445,9.934229,None,None,None,1.0
7369000,0.874706,9.89149,None,None,None,1.0
7370000,0.9061876,9.976686,None,None,None,1.0
7371000,0.92101836,9.915908,None,None,None,1.0
7372000,0.90780026,9.947537,None,None,None,1.0
7373000,0.9120958,9.940868,None,None,None,1.0
7374000,0.90720314,9.944591,None,None,None,1.0
7375000,0.95258677,9.946133,None,None,None,1.0
7376000,1.027699,9.910604,None,None,None,1.0
7377000,0.9430152,9.934013,None,None,None,1.0
7378000,0.967926,9.544113,3435.0,None,None,1.0
7379000,0.8908914,8.473923,3063.0,342.6000518798828,342.6000518798828,1.0
7380000,0.9106407,9.983415,None,None,None,1.0
7381000,0.8623435,6.755048,None,305.3200454711914,305.3200454711914,1.0
7382000,0.820218,9.983207,None,None,None,1.0
7383000,0.91475856,9.905425,None,None,None,1.0
7384000,0.8862743,9.797552,None,None,None,1.0
7385000,0.92004174,9.174145,4446.0,443.70006561279297,443.70006561279297,1.0
7386000,0.8959669,9.951905,None,None,None,1.0
7387000,0.8947616,9.964406,None,None,None,1.0
7388000,0.9216759,9.972898,None,None,None,1.0
7389000,0.88265735,9.80253,None,None,None,1.0
7390000,0.9961884,9.97705,None,None,None,1.0
7391000,0.95614135,9.888603,4366.0,None,None,1.0
7392000,0.9508017,6.864294,None,435.6600615978241,435.6600615978241,1.0
7393000,0.9256734,9.931137,None,None,None,1.0
7394000,0.90772843,9.238843,4229.0,421.92006492614746,421.92006492614746,1.0
7395000,0.9515822,9.92026,None,None,None,1.0
7396000,0.9014424,9.871899,None,None,None,1.0
7397000,0.84172714,9.953416,3702.0,None,None,1.0
7398000,0.8866285,9.366447,None,369.2800521850586,369.2800521850586,1.0
7399000,0.89993954,9.939099,None,None,None,1.0
7400000,0.8566172,9.959692,None,None,None,1.0
7401000,0.9168999,9.846117,None,None,None,1.0
7402000,0.84088784,9.947558,None,None,None,1.0
7403000,0.95686907,9.947987,None,None,None,1.0
7404000,0.9603072,9.942949,4368.0,None,None,1.0
7405000,0.84700596,9.635111,None,435.90006256103516,435.90006256103516,1.0
7406000,0.8065496,9.9105015,None,None,None,1.0
7407000,0.8391713,9.95167,None,None,None,1.0
7408000,0.9021922,9.942468,4864.0,None,None,1.0
7409000,0.99457586,9.858659,4878.0,485.44007110595703,485.44007110595703,1.0
7410000,0.96124965,9.812629,None,486.820068359375,486.820068359375,1.0
7411000,0.9801034,9.910865,None,None,None,1.0
7412000,0.9192199,9.840146,None,None,None,1.0
7413000,0.94361115,9.910281,None,None,None,1.0
7414000,0.8540694,9.857023,None,None,None,1.0
7415000,0.94457173,9.910406,None,None,None,1.0
7416000,0.9830111,9.883416,None,None,None,1.0
7417000,0.97483766,9.927069,None,None,None,1.0
7418000,1.0458202,9.928407,None,None,None,1.0
7419000,1.0109724,9.869319,None,None,None,1.0
7420000,1.0299441,9.814144,None,None,None,1.0
7421000,1.0397662,9.948578,None,None,None,1.0
7422000,1.0015833,9.937623,None,None,None,1.0
7423000,0.9873579,9.409803,4395.0,438.58006286621094,438.58006286621094,1.0
7424000,0.9546973,9.7837925,None,None,None,1.0
7425000,1.0897446,9.921067,None,None,None,1.0
7426000,0.9896691,9.885897,None,None,None,1.0
7427000,1.0419899,9.930213,3908.0,None,None,1.0
7428000,0.8953329,9.89566,None,389.8800506591797,389.8800506591797,1.0
7429000,1.0027046,9.927262,4661.0,None,None,1.0
7430000,0.8749146,9.955179,None,None,None,1.0
7431000,0.8785274,9.931654,None,None,None,1.0
7432000,0.83421737,6.4532084,None,465.1600675582886,465.1600675582886,1.0
7433000,0.745409,9.9166155,None,None,None,1.0
7434000,0.8310946,9.890365,None,None,None,1.0
7435000,0.7443457,9.9211035,4449.0,None,None,1.0
7436000,0.7612159,9.810563,None,None,None,1.0
7437000,0.9420072,8.616074,4342.5,441.29006576538086,441.29006576538086,1.0
7438000,0.93500245,7.8802414,None,427.9800605773926,427.9800605773926,1.0
7439000,0.90744376,9.851496,None,None,None,1.0
7440000,0.9138084,9.526344,4769.0,475.96006774902344,475.96006774902344,1.0
7441000,0.8586613,9.843957,None,None,None,1.0
7442000,0.90519035,9.728628,None,None,None,1.0
7443000,0.9039121,9.89908,None,None,None,1.0
7444000,0.9356353,9.8628025,None,None,None,1.0
7445000,0.9395844,9.84717,None,None,None,1.0
7446000,0.91310316,9.909962,5124.0,None,None,1.0
7447000,None,9.76954,None,511.46007919311523,511.46007919311523,1.0
7448000,0.95942783,9.907146,None,None,None,1.0
7449000,0.9394521,7.4355927,2180.5,217.12003231048584,217.12003231048584,1.0
7450000,0.96710926,9.893847,5346.0,None,None,1.0
7451000,0.9249981,9.326012,None,533.6800765991211,533.6800765991211,1.0
7452000,0.9499821,9.728933,None,None,None,1.0
7453000,0.9255505,7.7597294,4059.0,404.9400601387024,404.9400601387024,1.0
7454000,0.925668,9.855035,None,None,None,1.0
7455000,0.8661725,9.813892,None,None,None,1.0
7456000,0.8202685,9.786287,None,None,None,1.0
7457000,0.9009732,9.824487,None,None,None,1.0
7458000,0.87933403,9.8899765,None,None,None,1.0
7459000,0.88212895,9.893391,None,None,None,1.0
7460000,0.9502875,9.854753,None,None,None,1.0
7461000,0.90390736,9.907628,None,None,None,1.0
7462000,0.9792502,9.810753,None,None,None,1.0
7463000,0.8923274,9.455356,None,None,None,1.0
7464000,0.9372524,9.900881,None,None,None,1.0
7465000,0.9043933,9.901562,None,None,None,1.0
7466000,0.85273194,9.918252,None,None,None,1.0
7467000,0.95549846,9.903875,4833.0,None,None,1.0
7468000,0.8493989,9.954139,None,None,None,1.0
7469000,0.92489743,9.900082,None,None,None,1.0
7470000,0.9975463,9.952644,None,None,None,1.0
7471000,0.87714344,9.858227,None,None,None,1.0
7472000,0.89681107,9.914162,None,None,None,1.0
7473000,0.8638095,9.927194,None,None,None,1.0
7474000,0.8062885,8.560749,None,482.38007164001465,482.38007164001465,1.0
7475000,0.95859265,9.933169,4561.0,None,None,1.0
7476000,0.91658574,9.507647,4820.0,468.100061416626,468.100061416626,1.0
