Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/GAIL Reward,Is Training
264000,2.730626,None,20.54678,7.4348435,762.7971544265747,762.7971544265747,38.98015321046114,1.0
265000,2.7337992,399.0,18.670582,8.04186,1125.0609741210938,1125.0609741210938,102.69923400878906,1.0
266000,2.70168,304.0,20.452011,6.458656,927.9771321614584,927.9771321614584,53.388534228006996,1.0
267000,2.7200372,399.0,16.720577,5.9473443,729.5320739746094,729.5320739746094,41.00340133905411,1.0
268000,2.7236338,301.0,19.154768,6.0639167,612.3737487792969,612.3737487792969,13.189807256062826,1.0
269000,2.7145457,367.23809523809524,19.362738,6.9237275,788.6508865356445,788.6508865356445,34.606706619262695,1.0
270000,2.679578,70.0,21.475386,7.5824084,1120.5799560546875,1120.5799560546875,63.809271494547524,1.0
271000,2.7024577,399.0,14.567911,8.057405,900.4616394042969,900.4616394042969,117.53689956665039,1.0
272000,2.7019463,399.0,21.665117,5.089782,991.3004557291666,991.3004557291666,31.845340410868328,1.0
273000,2.6871681,399.0,19.245335,5.7033396,1027.2992553710938,1027.2992553710938,41.96476364135742,1.0
274000,2.6950672,399.0,20.125479,6.029814,751.6291933059692,751.6291933059692,36.86631178855896,1.0
275000,2.721673,399.0,18.860355,4.9704804,1034.5169677734375,1034.5169677734375,28.78363800048828,1.0
276000,2.7195914,399.0,22.391876,5.8430386,891.0893716812134,891.0893716812134,19.170512318611145,1.0
277000,2.7230349,None,25.69992,7.186246,1070.3930053710938,1070.3930053710938,22.820491790771484,1.0
278000,2.7250423,265.0,21.59809,5.503868,1035.7699381510417,1035.7699381510417,34.958611806233726,1.0
279000,2.7354972,217.5,14.728704,8.267856,381.86412820219994,381.86412820219994,47.042426347732544,1.0
280000,2.7233198,399.0,20.584274,9.117561,876.7173461914062,876.7173461914062,113.37570190429688,1.0
281000,2.719994,339.1363636363636,25.093222,5.3746643,1229.943603515625,1229.943603515625,39.856801668802895,1.0
282000,2.7082844,None,19.969065,11.140732,959.5462951660156,959.5462951660156,162.75885772705078,1.0
283000,2.7079535,None,17.617104,9.763018,514.522518247366,514.522518247366,34.78676998615265,1.0
284000,2.7028136,None,24.157852,9.317127,868.4174575805664,868.4174575805664,63.189751625061035,1.0
285000,2.7176783,None,18.162596,10.037091,746.8304347991943,746.8304347991943,36.71022733052572,1.0
286000,2.726257,None,19.123829,9.090045,1108.730224609375,1108.730224609375,74.8249397277832,1.0
287000,2.7237113,None,25.328964,7.9351196,1145.8523356119792,1145.8523356119792,85.59768168131511,1.0
288000,2.7276468,399.0,33.705994,6.79212,1080.8099365234375,1080.8099365234375,48.92569923400879,1.0
289000,2.713763,399.0,24.170317,8.128709,1055.9786173502605,1055.9786173502605,53.003936767578125,1.0
290000,2.7071218,288.6666666666667,19.381327,9.803893,704.411652247111,704.411652247111,89.35564422607422,1.0
291000,2.7122877,317.0,24.02862,6.7712016,739.7292989095052,739.7292989095052,56.979997634887695,1.0
292000,2.7164552,399.0,23.376656,9.239171,944.8419596354166,944.8419596354166,92.15182749430339,1.0
293000,2.6920917,320.94736842105266,26.442717,6.3952093,1176.8468627929688,1176.8468627929688,50.0386962890625,1.0
294000,2.681706,None,28.116577,9.847213,1074.5628255208333,1074.5628255208333,30.48239517211914,1.0
295000,2.6792111,None,30.546476,9.634492,680.1911773681641,680.1911773681641,16.33468468983968,1.0
296000,2.6765652,None,26.44772,8.782736,868.3888819217682,868.3888819217682,41.73377561569214,1.0
297000,2.6909683,None,19.222483,5.793944,560.6551345984141,560.6551345984141,17.69200947135687,1.0
298000,2.6943762,None,27.46946,10.231623,975.3285331726074,975.3285331726074,66.9242160320282,1.0
299000,2.6813161,399.0,30.028185,7.8959565,992.3456115722656,992.3456115722656,24.155567169189453,1.0
300000,2.6950195,399.0,30.814255,6.085158,1237.8157958984375,1237.8157958984375,27.64939308166504,1.0
301000,2.6901965,399.0,24.029167,4.4754453,1119.296875,1119.296875,7.777778342366219,1.0
302000,2.6837196,274.6666666666667,28.571844,6.7386856,804.0632106463114,804.0632106463114,26.087580740451813,1.0
303000,2.6823018,399.0,28.376017,6.77791,1069.111572265625,1069.111572265625,60.91247526804606,1.0
304000,2.6748483,399.0,21.286148,7.461446,1107.3970947265625,1107.3970947265625,58.3908417224884,1.0
305000,2.673841,348.2173913043478,21.890568,7.519533,889.0161881744862,889.0161881744862,20.115813493728638,1.0
306000,2.6696558,399.0,27.76704,4.2748833,1129.32763671875,1129.32763671875,63.23410475254059,1.0
307000,2.669167,399.0,29.471136,8.210602,1118.0841878255208,1118.0841878255208,61.50631205240885,1.0
308000,2.6760325,399.0,23.159615,5.1130433,1168.169677734375,1168.169677734375,62.42971980571747,1.0
309000,2.6819067,None,29.775084,9.156425,993.5332641601562,993.5332641601562,86.51957003275554,1.0
310000,2.6989214,None,21.444283,8.0865965,823.0669574737549,823.0669574737549,42.11239409446716,1.0
311000,2.6986797,21.0,25.581934,8.478914,830.469571352005,830.469571352005,20.54321813583374,1.0
312000,2.6831336,None,23.42014,6.6986322,1260.7649536132812,1260.7649536132812,49.246397495269775,1.0
313000,2.6780245,None,33.487293,6.579229,1202.6146240234375,1202.6146240234375,85.81826257705688,1.0
314000,2.6763551,279.6666666666667,27.6898,10.435144,851.9957553744316,851.9957553744316,63.71241903305054,1.0
315000,2.676482,307.75,26.843355,9.293103,877.4774500528971,877.4774500528971,53.343460400899254,1.0
316000,2.684525,399.0,27.456003,8.568231,839.7169087727865,839.7169087727865,25.683110396067303,1.0
317000,2.668219,362.3636363636364,28.476776,8.762333,1228.6647135416667,1228.6647135416667,57.46692721048991,1.0
318000,2.6549828,399.0,33.658604,6.5832086,1208.233642578125,1208.233642578125,50.94749069213867,1.0
319000,2.661797,None,24.432922,8.8165245,1118.8809407552083,1118.8809407552083,69.4353535970052,1.0
320000,2.6627493,None,39.111664,5.480541,1151.376708984375,1151.376708984375,16.049144744873047,1.0
321000,2.6567247,286.5,22.061184,7.8443503,951.8716688156128,951.8716688156128,61.44103467464447,1.0
322000,2.6480038,None,30.637665,8.275061,1237.2506103515625,1237.2506103515625,49.28321075439453,1.0
323000,2.6568124,None,29.665562,6.6649523,938.7239637374878,938.7239637374878,14.102872345596552,1.0
324000,2.6728258,None,27.523577,10.350541,1283.4293823242188,1283.4293823242188,71.70284652709961,1.0
325000,2.6735637,399.0,30.637259,11.421332,1231.2071940104167,1231.2071940104167,74.87700653076172,1.0
326000,2.6860816,399.0,27.29776,8.174569,968.9994710286459,968.9994710286459,59.16315587361654,1.0
327000,2.6615875,399.0,43.400238,5.8149137,1385.9639282226562,1385.9639282226562,29.030720233917236,1.0
328000,2.6664093,399.0,24.15721,8.9168215,1210.6798502604167,1210.6798502604167,103.48368835449219,1.0
329000,2.6648402,399.0,27.696419,12.766965,1118.7611083984375,1118.7611083984375,133.32196426391602,1.0
330000,2.6440415,382.6190476190476,40.778812,7.4561114,1270.1641845703125,1270.1641845703125,34.60829512278239,1.0
331000,2.6455622,None,23.012674,7.468354,1027.8382873535156,1027.8382873535156,48.18925762176514,1.0
332000,2.6434436,None,38.41986,10.143994,1285.6668701171875,1285.6668701171875,43.946187337239586,1.0
333000,2.6404927,None,35.030712,7.9622355,1239.36474609375,1239.36474609375,50.117384910583496,1.0
334000,2.635672,None,30.91091,7.1872787,1262.6120198567708,1262.6120198567708,66.98467763264973,1.0
335000,2.637597,None,31.808014,9.24065,1237.3775634765625,1237.3775634765625,51.682830810546875,1.0
336000,2.6296155,None,26.273235,8.394152,946.1738204956055,946.1738204956055,35.50691282749176,1.0
337000,2.6277826,None,31.017124,9.480316,1142.7954711914062,1142.7954711914062,38.119455337524414,1.0
338000,2.6247063,399.0,26.432398,11.413571,1142.830322265625,1142.830322265625,142.75660196940103,1.0
339000,2.6298811,399.0,36.708363,6.3431554,1256.1211547851562,1256.1211547851562,36.85949659347534,1.0
340000,2.6297278,399.0,31.962952,9.90686,1376.6996256510417,1376.6996256510417,35.820164362589516,1.0
341000,2.6339197,399.0,42.28561,4.8865724,1337.72021484375,1337.72021484375,28.74331545829773,1.0
